"Plot Title: Temp_C5"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20218128, SEN S/N: 20218128)","RH, % (LGR S/N: 20218128, SEN S/N: 20218128)","Button Down (LGR S/N: 20218128)","Stopped (LGR S/N: 20218128)","Started (LGR S/N: 20218128)","Button Up (LGR S/N: 20218128)","End Of File (LGR S/N: 20218128)"
1,09/12/17 03:21:10 PM,23.693,59.318,,,,,
2,09/12/17 03:21:31 PM,,,Logged,,,,
3,09/12/17 03:21:34 PM,,,,Logged,,,
4,09/12/17 03:37:49 PM,,,,,Logged,,
5,09/12/17 03:37:51 PM,,,,,,Logged,
6,09/12/17 03:38:10 PM,25.409,55.902,,,,,
7,09/12/17 03:39:10 PM,25.385,55.102,,,,,
8,09/12/17 03:40:10 PM,25.336,54.872,,,,,
9,09/12/17 03:41:10 PM,25.361,55.499,,,,,
10,09/12/17 03:42:10 PM,25.264,53.897,,,,,
11,09/12/17 03:43:10 PM,25.191,53.845,,,,,
12,09/12/17 03:44:10 PM,25.167,53.982,,,,,
13,09/12/17 03:45:10 PM,25.118,53.959,,,,,
14,09/12/17 03:46:10 PM,25.070,54.356,,,,,
15,09/12/17 03:47:10 PM,25.045,54.571,,,,,
16,09/12/17 03:48:10 PM,25.021,54.839,,,,,
17,09/12/17 03:49:10 PM,24.948,55.046,,,,,
18,09/12/17 03:50:10 PM,24.852,55.327,,,,,
19,09/12/17 03:51:10 PM,24.803,55.639,,,,,
20,09/12/17 03:52:10 PM,24.755,55.930,,,,,
21,09/12/17 03:53:10 PM,24.682,56.150,,,,,
22,09/12/17 03:54:10 PM,24.658,56.430,,,,,
23,09/12/17 03:55:10 PM,24.634,56.659,,,,,
24,09/12/17 03:56:10 PM,24.634,56.659,,,,,
25,09/12/17 03:57:10 PM,24.610,56.693,,,,,
26,09/12/17 03:58:10 PM,24.586,56.897,,,,,
27,09/12/17 03:59:10 PM,24.561,57.090,,,,,
28,09/12/17 04:00:10 PM,24.537,57.358,,,,,
29,09/12/17 04:01:10 PM,24.513,57.556,,,,,
30,09/12/17 04:02:10 PM,24.441,57.366,,,,,
31,09/12/17 04:03:10 PM,24.392,57.393,,,,,
32,09/12/17 04:04:10 PM,24.344,57.375,,,,,
33,09/12/17 04:05:10 PM,24.296,57.579,,,,,
34,09/12/17 04:06:10 PM,24.272,57.689,,,,,
