"Plot Title: Temp_W4"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20218131, SEN S/N: 20218131)","RH, % (LGR S/N: 20218131, SEN S/N: 20218131)","Button Down (LGR S/N: 20218131)","Stopped (LGR S/N: 20218131)","Started (LGR S/N: 20218131)","Button Up (LGR S/N: 20218131)","End Of File (LGR S/N: 20218131)"
1,09/12/17 03:25:37 PM,23.525,57.913,,,,,
2,09/12/17 03:25:52 PM,,,Logged,,,,
3,09/12/17 03:25:55 PM,,,,Logged,,,
4,09/12/17 03:37:43 PM,,,,,Logged,,
5,09/12/17 03:37:44 PM,,,,,,Logged,
6,09/12/17 03:38:37 PM,25.191,56.980,,,,,
7,09/12/17 03:39:37 PM,25.070,56.163,,,,,
8,09/12/17 03:40:37 PM,24.997,56.669,,,,,
9,09/12/17 03:41:37 PM,24.900,56.302,,,,,
10,09/12/17 03:42:37 PM,24.827,55.818,,,,,
11,09/12/17 03:43:37 PM,24.755,55.533,,,,,
12,09/12/17 03:44:37 PM,24.706,55.415,,,,,
13,09/12/17 03:45:37 PM,24.658,55.376,,,,,
14,09/12/17 03:46:37 PM,24.610,55.466,,,,,
15,09/12/17 03:47:37 PM,24.586,55.563,,,,,
16,09/12/17 03:48:37 PM,24.537,55.693,,,,,
17,09/12/17 03:49:37 PM,24.513,55.831,,,,,
18,09/12/17 03:50:37 PM,24.489,55.970,,,,,
19,09/12/17 03:51:37 PM,24.441,56.102,,,,,
20,09/12/17 03:52:37 PM,24.417,56.244,,,,,
21,09/12/17 03:53:37 PM,24.392,56.400,,,,,
22,09/12/17 03:54:37 PM,24.368,56.641,,,,,
23,09/12/17 03:55:37 PM,24.344,56.661,,,,,
24,09/12/17 03:56:37 PM,24.344,56.717,,,,,
25,09/12/17 03:57:37 PM,24.320,56.793,,,,,
26,09/12/17 03:58:37 PM,24.320,56.920,,,,,
27,09/12/17 03:59:37 PM,24.296,57.040,,,,,
28,09/12/17 04:00:37 PM,24.272,57.175,,,,,
29,09/12/17 04:01:37 PM,24.272,57.276,,,,,
30,09/12/17 04:02:37 PM,24.248,57.253,,,,,
31,09/12/17 04:03:37 PM,24.199,57.221,,,,,
32,09/12/17 04:04:37 PM,24.175,57.227,,,,,
33,09/12/17 04:05:37 PM,24.127,57.297,,,,,
34,09/12/17 04:06:37 PM,24.079,57.381,,,,,
35,09/12/17 04:07:37 PM,24.079,57.454,,,,,
36,09/12/17 04:08:37 PM,24.031,57.525,,,,,
37,09/12/17 04:09:37 PM,24.031,57.613,,,,,
38,09/12/17 04:10:37 PM,24.055,58.073,,,,,
39,09/12/17 04:11:37 PM,24.103,58.433,,,,,
40,09/12/17 04:12:37 PM,24.151,58.579,,,,,
41,09/12/17 04:13:37 PM,24.175,58.574,,,,,
42,09/12/17 04:14:37 PM,24.199,58.536,,,,,
43,09/12/17 04:15:37 PM,24.223,58.578,,,,,
44,09/12/17 04:16:37 PM,24.151,57.792,,,,,
45,09/12/17 04:17:37 PM,24.151,56.108,,,,,
46,09/12/17 04:18:37 PM,24.127,53.957,,,,,
47,09/12/17 04:19:37 PM,24.103,52.632,,,,,
48,09/12/17 04:20:37 PM,24.151,53.022,,,,,
49,09/12/17 04:20:46 PM,,,Logged,,,,
50,09/12/17 04:20:49 PM,,,,Logged,,,
51,09/13/17 08:58:32 AM,,,,,Logged,,
52,09/13/17 08:58:33 AM,,,,,,Logged,
53,09/13/17 08:58:37 AM,25.409,66.982,,,,,
54,09/13/17 08:59:37 AM,26.237,54.707,,,,,
55,09/13/17 09:00:37 AM,26.946,48.825,,,,,
56,09/13/17 09:01:37 AM,27.486,46.696,,,,,
57,09/13/17 09:02:37 AM,27.807,44.070,,,,,
58,09/13/17 09:03:37 AM,28.029,43.031,,,,,
59,09/13/17 09:04:37 AM,28.202,42.319,,,,,
60,09/13/17 09:05:37 AM,28.351,41.620,,,,,
61,09/13/17 09:06:37 AM,28.450,41.067,,,,,
62,09/13/17 09:07:37 AM,28.524,40.901,,,,,
63,09/13/17 09:08:37 AM,28.599,40.569,,,,,
64,09/13/17 09:09:37 AM,28.648,40.045,,,,,
65,09/13/17 09:10:37 AM,28.673,39.893,,,,,
66,09/13/17 09:11:37 AM,28.698,39.711,,,,,
67,09/13/17 09:12:37 AM,28.748,39.460,,,,,
68,09/13/17 09:13:37 AM,28.723,39.482,,,,,
69,09/13/17 09:14:37 AM,28.723,39.260,,,,,
70,09/13/17 09:15:37 AM,28.723,38.659,,,,,
71,09/13/17 09:16:37 AM,28.698,38.332,,,,,
72,09/13/17 09:17:37 AM,28.673,38.828,,,,,
73,09/13/17 09:18:37 AM,28.673,39.074,,,,,
74,09/13/17 09:19:37 AM,28.648,39.151,,,,,
75,09/13/17 09:20:37 AM,28.673,39.274,,,,,
76,09/13/17 09:21:37 AM,28.698,39.390,,,,,
77,09/13/17 09:22:37 AM,28.673,39.603,,,,,
78,09/13/17 09:23:37 AM,28.673,39.504,,,,,
79,09/13/17 09:24:37 AM,28.648,38.873,,,,,
80,09/13/17 09:25:37 AM,28.599,38.779,,,,,
81,09/13/17 09:26:37 AM,28.524,38.777,,,,,
82,09/13/17 09:27:37 AM,28.425,37.978,,,,,
83,09/13/17 09:28:37 AM,28.301,38.209,,,,,
84,09/13/17 09:29:37 AM,28.202,38.017,,,,,
85,09/13/17 09:30:37 AM,28.202,38.713,,,,,
86,09/13/17 09:31:37 AM,28.153,38.540,,,,,
87,09/13/17 09:32:37 AM,28.128,38.609,,,,,
88,09/13/17 09:33:37 AM,28.128,38.827,,,,,
89,09/13/17 09:34:37 AM,28.153,38.858,,,,,
90,09/13/17 09:35:37 AM,28.128,38.203,,,,,
91,09/13/17 09:36:37 AM,28.054,37.869,,,,,
92,09/13/17 09:37:37 AM,28.004,40.051,,,,,
93,09/13/17 09:38:37 AM,27.955,38.814,,,,,
94,09/13/17 09:39:37 AM,27.955,38.744,,,,,
95,09/13/17 09:40:37 AM,27.955,38.883,,,,,
96,09/13/17 09:41:37 AM,27.930,38.789,,,,,
97,09/13/17 09:42:37 AM,27.980,39.193,,,,,
98,09/13/17 09:43:37 AM,28.103,39.519,,,,,
99,09/13/17 09:44:37 AM,28.475,39.552,,,,,
100,09/13/17 09:45:37 AM,28.847,39.271,,,,,
101,09/13/17 09:46:37 AM,29.171,37.942,,,,,
102,09/13/17 09:47:37 AM,29.371,37.166,,,,,
103,09/13/17 09:48:37 AM,29.271,36.880,,,,,
104,09/13/17 09:49:37 AM,28.997,38.084,,,,,
105,09/13/17 09:50:37 AM,28.773,37.364,,,,,
106,09/13/17 09:51:37 AM,28.574,37.348,,,,,
107,09/13/17 09:52:37 AM,28.400,37.684,,,,,
108,09/13/17 09:53:37 AM,28.276,38.161,,,,,
109,09/13/17 09:54:37 AM,28.326,39.295,,,,,
110,09/13/17 09:55:37 AM,28.499,39.131,,,,,
111,09/13/17 09:56:37 AM,28.723,38.465,,,,,
112,09/13/17 09:57:37 AM,28.922,41.452,,,,,
113,09/13/17 09:58:37 AM,28.798,38.320,,,,,
114,09/13/17 09:59:37 AM,28.648,38.362,,,,,
115,09/13/17 10:00:37 AM,28.698,39.367,,,,,
116,09/13/17 10:01:37 AM,28.922,39.572,,,,,
117,09/13/17 10:02:37 AM,29.346,39.491,,,,,
118,09/13/17 10:03:37 AM,29.271,38.668,,,,,
119,09/13/17 10:04:37 AM,29.146,38.401,,,,,
120,09/13/17 10:05:37 AM,28.972,38.527,,,,,
121,09/13/17 10:06:37 AM,29.047,39.529,,,,,
122,09/13/17 10:07:37 AM,29.296,39.581,,,,,
123,09/13/17 10:08:37 AM,29.621,39.864,,,,,
124,09/13/17 10:09:37 AM,30.048,39.775,,,,,
125,09/13/17 10:10:37 AM,29.998,40.473,,,,,
126,09/13/17 10:11:37 AM,29.847,40.037,,,,,
127,09/13/17 10:12:37 AM,29.671,39.255,,,,,
128,09/13/17 10:13:37 AM,29.696,40.679,,,,,
